Data from TiRef_27_08_2020_S090182_13-25-37-631.txt Node
Date: Thu Aug 27 13:25:37 EDT 2020
User: Labuser
Spectrometer: S09018
Autoset integration time: false
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 5.600000E-3
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Baseline correction enabled: true
Stop averaging: false
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
889.43	502
889.91	479
890.39	464
890.871	461
891.351	440
891.831	404
892.312	411
892.792	400
893.273	384
893.753	360
894.234	369
894.714	346
895.195	341
895.676	321
896.156	306
896.637	304
897.118	297
897.598	287
898.079	273
898.56	263
899.041	255
899.522	250
900.003	246
900.484	235
900.965	223
901.446	224
901.927	208
902.408	208
902.889	197
903.37	199
903.851	189
904.332	179
904.814	176
905.295	166
905.776	169
906.257	160
906.739	151
907.22	153
907.702	152
908.183	142
908.665	142
909.146	137
909.628	126
910.109	128
910.591	120
911.072	122
911.554	114
912.036	111
912.518	111
912.999	102
913.481	97
913.963	95
914.445	96
914.927	89
915.409	89
915.891	87
916.373	81
916.855	80
917.337	73
917.819	73
918.301	70
918.783	67
919.265	68
919.748	64
920.23	63
920.712	59
921.194	55
921.677	54
922.159	53
922.641	53
923.124	44
923.606	46
924.089	44
924.571	41
925.054	44
925.537	42
926.019	39
926.502	38
926.985	33
927.467	35
927.95	33
928.433	30
928.916	25
929.398	28
929.881	31
930.364	30
930.847	27
931.33	28
931.813	22
932.296	22
932.779	22
933.262	20
933.746	22
934.229	21
934.712	22
935.195	23
935.678	18
936.162	14
936.645	19
937.128	14
937.612	14
938.095	15
938.579	17
939.062	13
939.546	11
940.029	9
940.513	15
940.996	16
941.48	20
941.964	19
942.447	26
942.931	31
943.415	29
943.899	36
944.383	28
944.866	22
945.35	21
945.834	22
946.318	19
946.802	16
947.286	10
947.77	12
948.254	10
948.738	11
949.223	10
949.707	9
950.191	9
950.675	5
951.159	5
951.644	8
952.128	6
952.612	10
953.097	8
953.581	7
954.066	5
954.55	6
955.035	8
955.519	7
956.004	8
956.489	5
956.973	12
957.458	7
957.943	6
958.427	5
958.912	4
959.397	8
959.882	6
960.367	9
960.852	5
961.337	5
961.822	5
962.307	5
962.792	1
963.277	9
963.762	6
964.247	3
964.732	3
965.217	6
965.702	5
966.188	6
966.673	5
967.158	2
967.644	1
968.129	9
968.614	5
969.1	5
969.585	0
970.071	2
970.556	6
971.042	6
971.528	4
972.013	3
972.499	7
972.985	10
973.47	11
973.956	1
974.442	3
974.928	9
975.414	8
975.899	9
976.385	2
976.871	2
977.357	6
977.843	5
978.329	7
978.815	4
979.302	4
979.788	3
980.274	10
980.76	4
981.246	2
981.733	4
982.219	7
982.705	3
983.192	3
983.678	3
984.164	5
984.651	5
985.137	4
985.624	3
986.11	0
986.597	2
987.084	4
987.57	6
988.057	3
988.544	9
989.03	5
989.517	8
990.004	4
990.491	1
990.978	5
991.465	8
991.952	7
992.439	7
992.926	5
993.413	2
993.9	4
994.387	3
994.874	3
995.361	6
995.848	8
996.335	1
996.823	5
997.31	4
997.797	5
998.285	3
998.772	4
999.259	5
999.747	4
1000.234	5
1000.722	3
1001.209	7
1001.697	3
1002.185	2
1002.672	5
1003.16	6
1003.648	0
1004.135	4
1004.623	6
1005.111	2
1005.599	2
1006.087	6
1006.574	5
1007.062	2
1007.55	3
1008.038	6
1008.526	6
1009.014	4
1009.502	4
1009.991	7
1010.479	3
1010.967	4
1011.455	6.5
1011.943	9
1012.432	2
1012.92	5
1013.408	5
1013.897	8
1014.385	7
1014.873	3
1015.362	5
1015.85	7
1016.339	5
1016.827	1
1017.316	3
1017.805	5
1018.293	4
1018.782	2
1019.271	1
1019.759	4
1020.248	6
1020.737	3
1021.226	4
1021.715	6
1022.204	2
1022.692	2
1023.181	4
1023.67	0
1024.159	2
1024.649	2
1025.138	7
1025.627	7
1026.116	4
1026.605	0
1027.094	9
1027.584	6
1028.073	4
1028.562	2
1029.051	2
1029.541	4
1030.03	10
1030.52	6
1031.009	5
1031.499	5
1031.988	1
1032.478	6
1032.967	6
1033.457	1
1033.947	5
1034.436	5
1034.926	4
1035.416	9
1035.906	4
1036.395	6
1036.885	5
1037.375	6
1037.865	3
1038.355	2
1038.845	5
1039.335	6
1039.825	5
1040.315	5
1040.805	5
1041.295	4
1041.786	3
1042.276	6
1042.766	0
1043.256	4
1043.746	1
1044.237	3
1044.727	5
1045.218	1
1045.708	6
1046.198	1
1046.689	6
1047.179	1
1047.67	6
1048.161	5
1048.651	3
1049.142	0
1049.632	2
1050.123	4
1050.614	1
1051.105	1
1051.596	0
1052.086	5
1052.577	6
1053.068	6
1053.559	2
1054.05	2
1054.541	4
1055.032	5
1055.523	4
1056.014	0
1056.505	5
1056.996	8
1057.488	4
1057.979	2
1058.47	6
1058.961	8
1059.453	6
1059.944	7
1060.435	2
1060.927	1
1061.418	5
1061.91	3
1062.401	-3
1062.893	4
1063.384	5
1063.876	9
1064.367	1
1064.859	0
1065.351	3
1065.843	3
1066.334	8
1066.826	2
1067.318	2
1067.81	3
1068.302	7
1068.793	2
1069.285	3
1069.777	1
1070.269	7
1070.761	7
1071.254	1
1071.746	3
1072.238	0
1072.73	8
1073.222	6
1073.714	0
1074.207	2
1074.699	8
1075.191	8
1075.684	0
1076.176	2
1076.668	2
1077.161	4
1077.653	2
1078.146	4
1078.638	-1
1079.131	5
1079.624	5
1080.116	6
1080.609	0
1081.102	3
1081.594	2
1082.087	6
1082.58	5
1083.073	4
1083.566	4
1084.058	6
1084.551	2
1085.044	5
1085.537	2
1086.03	4
1086.523	1
1087.016	5
1087.51	4
1088.003	2
1088.496	0
1088.989	2
1089.482	3
1089.976	3
1090.469	-1
1090.962	1
1091.456	4
1091.949	3
1092.442	5
1092.936	0
1093.429	5
1093.923	4
1094.416	-1
1094.91	5
1095.404	6
1095.897	4
1096.391	2
1096.885	4
1097.378	4
1097.872	4
1098.366	4
1098.86	5
1099.354	0
1099.848	4
1100.342	5
1100.836	3
1101.33	3
1101.824	2
1102.318	4
1102.812	1
1103.306	3
1103.8	6
1104.294	4
1104.788	2
1105.283	-1
1105.777	5
1106.271	2
1106.766	0
1107.26	4
1107.754	4
1108.249	1.5
1108.743	-1
1109.238	7
1109.732	4
1110.227	3
1110.722	4
1111.216	3
1111.711	4
1112.206	5
1112.7	-3
1113.195	5
1113.69	3
1114.185	2
1114.68	3
1115.174	6
1115.669	-2
1116.164	3
1116.659	5
1117.154	3
1117.649	-3
1118.144	4
1118.64	4
1119.135	4
1119.63	4
1120.125	3
1120.62	5
1121.116	-1
1121.611	5
1122.106	1
1122.602	4
1123.097	2
1123.592	4
