Data from TiRef_27_08_2020_S090182_13-25-37-631.txt Node
Date: Thu Aug 27 13:25:37 EDT 2020
User: Labuser
Spectrometer: S09018
Autoset integration time: false
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 5.600000E-3
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Baseline correction enabled: true
Stop averaging: false
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
633.332	-1
633.795	1
634.259	1
634.722	4
635.185	2
635.648	0
636.111	3
636.574	-4
637.038	0
637.501	1
637.964	-1
638.428	3
638.891	-5
639.355	-2
639.818	2
640.281	6
640.745	3
641.209	-1
641.672	4
642.136	2
642.599	3
643.063	2
643.527	2
643.991	3
644.454	2
644.918	1
645.382	5
645.846	0
646.31	3
646.774	3
647.238	2
647.702	6
648.166	4
648.63	3
649.094	-1
649.558	4
650.022	2
650.486	2
650.951	6
651.415	2
651.879	6
652.343	4
652.808	2
653.272	1
653.737	2
654.201	-3
654.665	1
655.13	3
655.594	-2
656.059	1
656.524	-3
656.988	-1
657.453	3
657.918	3
658.382	4
658.847	5
659.312	-2
659.777	4
660.242	2
660.706	1
661.171	0
661.636	0
662.101	2
662.566	3
663.031	5
663.496	6
663.962	9
664.427	3
664.892	2
665.357	6
665.822	6
666.288	3
666.753	2
667.218	3
667.684	3
668.149	0
668.614	1
669.08	4
669.545	6
670.011	2
670.476	5
670.942	1
671.408	5
671.873	8
672.339	6
672.805	4
673.27	8
673.736	8
674.202	4
674.668	6
675.134	5
675.6	8
676.066	5
676.531	9
676.997	6
677.463	3
677.93	6
678.396	11
678.862	3
679.328	5
679.794	5
680.26	12
680.727	9
681.193	8
681.659	7
682.126	8
682.592	8
683.058	2
683.525	7
683.991	5
684.458	-2
684.924	9
685.391	6
685.857	6
686.324	4
686.791	6
687.257	4
687.724	6
688.191	5
688.658	11
689.124	7
689.591	4
690.058	3
690.525	7
690.992	3
691.459	7
691.926	7
692.393	7
692.86	11
693.327	9
693.794	8
694.262	8
694.729	4
695.196	9
695.663	9
696.131	10
696.598	7
697.065	9
697.533	14
698	12
698.467	10
698.935	11
699.402	13
699.87	10
700.338	9
700.805	12
701.273	13
701.741	19
702.208	14
702.676	17
703.144	15
703.612	17
704.079	16
704.547	17
705.015	18
705.483	20
705.951	19
706.419	18
706.887	17
707.355	23
707.823	24
708.291	16
708.759	21
709.228	24
709.696	25
710.164	24
710.632	23
711.101	25
711.569	24
712.037	32
712.506	32
712.974	35
713.443	30
713.911	36
714.38	39
714.848	42
715.317	44
715.786	45
716.254	51
716.723	60
717.192	62
717.66	64
718.129	72
718.598	78
719.067	87
719.536	90
720.005	106
720.474	115
720.942	125
721.411	134
721.881	144
722.35	162
722.819	171
723.288	192
723.757	203
724.226	216
724.695	227
725.165	262
725.634	280
726.103	288
726.573	299
727.042	333
727.511	352
727.981	369
728.45	399
728.92	413
729.389	434
729.859	460
730.329	481
730.798	497
731.268	523
731.738	562
732.207	575
732.677	596
733.147	623
733.617	658
734.087	686
734.556	683
735.026	734
735.496	758
735.966	775
736.436	813
736.906	858
737.376	861
737.847	891
738.317	937
738.787	985
739.257	996
739.727	1000
740.198	1043
740.668	1069
741.138	1148
741.609	1138
742.079	1187
742.549	1222
743.02	1198
743.49	1281
743.961	1293
744.432	1323
744.902	1345
745.373	1427
745.843	1408
746.314	1464
746.785	1480
747.256	1517
747.726	1545
748.197	1595
748.668	1608
749.139	1594
749.61	1668
750.081	1706
750.552	1704
751.023	1753
751.494	1807
751.965	1820
752.436	1822
752.907	1824
753.378	1900
753.849	1925
754.321	1867
754.792	1959
755.263	1964
755.734	2009
756.206	1970
756.677	2034
757.149	2013
757.62	2052
758.091	2116
758.563	2047
759.035	2150
759.506	2079
759.978	2159
760.449	2115
760.921	2157
761.393	2162
761.864	2167
762.336	2189
762.808	2205
763.28	2281
763.752	2264
764.224	2225
764.695	2292
765.167	2305
765.639	2349
766.111	2289
766.583	2374
767.056	2384
767.528	2376
768	2382
768.472	2428
768.944	2451
769.416	2480
769.889	2445
770.361	2513
770.833	2521
771.306	2552
771.778	2566
772.25	2446
772.723	2604
773.195	2637
773.668	2612
774.14	2679
774.613	2716
775.086	2638
775.558	2678
776.031	2762
776.504	2739
776.976	2753
777.449	2752
777.922	2742
778.395	2813
778.868	2799
779.341	2804
779.814	2858
780.287	2815
780.76	2801
781.233	2858
781.706	2908
782.179	2858
782.652	3019
783.125	2853
783.598	3012
784.071	2942
784.545	2866
785.018	3009
785.491	2957
785.965	3009
786.438	2951
786.911	3017
787.385	3051
787.858	2970
788.332	2974
788.805	3030
789.279	3035
789.753	2979
790.226	3037
790.7	3034
791.173	3112
791.647	3043
792.121	2999
792.595	3050
793.069	3088
793.542	3065
794.016	3083
794.49	3125
794.964	3087
795.438	3099
795.912	3148
796.386	3012
796.86	3148
797.334	3035
797.809	3101
798.283	3090
798.757	3073
799.231	3086
799.705	3055
800.18	3087
800.654	3097
801.128	3028
801.603	3014
802.077	3090
802.552	2993
803.026	3147
803.501	3116
803.975	3015
804.45	3014
804.924	3070
805.399	3040
805.874	3078
806.348	3097
806.823	3099
807.298	3046
807.773	3085
808.248	2992
808.722	3033
809.197	3050
809.672	3004
810.147	2996
810.622	3057
811.097	2998
811.572	3011
812.047	3028
812.522	3076
812.998	2971
813.473	2988
813.948	3011
814.423	3007
814.899	2978
815.374	3000
815.849	3004
816.325	2951
816.8	2949
817.275	3013
817.751	2901
818.226	2926
818.702	2997
819.177	2956
819.653	2967
820.129	2860
820.604	2878
821.08	2945
821.556	2859
822.032	2947
822.507	2932
822.983	2856
823.459	2845
823.935	2879
824.411	2862
824.887	2860
825.363	2805
825.839	2843
826.315	2776
826.791	2767
827.267	2793
827.743	2834
828.219	2757
828.695	2735
829.172	2659
829.648	2747
830.124	2649
830.6	2723
831.077	2622
831.553	2622
832.03	2631
832.506	2646
832.983	2610
833.459	2571
833.936	2594
834.412	2515
834.889	2538
835.365	2533
835.842	2534
836.319	2486
836.796	2513
837.272	2445
837.749	2408
838.226	2456
838.703	2408
839.18	2388
839.657	2415
840.134	2361
840.611	2346
841.088	2353
841.565	2354
842.042	2336
842.519	2340
842.996	2317
843.473	2282
843.95	2280
844.428	2261
844.905	2274
845.382	2292
845.86	2221
846.337	2240
846.814	2284
847.292	2192
847.769	2191
848.247	2230
848.724	2160
849.202	2178
849.679	2221
850.157	2150
850.635	2142
851.112	2163
851.59	2147
852.068	2179
852.546	2134
853.023	2135
853.501	2120
853.979	2087
854.457	2069
854.935	2073
855.413	2095
855.891	2083
856.369	2074
856.847	2037
857.325	2052
857.803	2014
858.281	2035
858.76	2014
859.238	2032
859.716	1971
860.194	1928
860.673	1905
861.151	1830
861.629	1806
862.108	1788
862.586	1797
863.065	1712
863.543	1717
864.022	1665
864.5	1674
864.979	1665
865.458	1588
865.936	1591
866.415	1562
866.894	1556.5
867.372	1551
867.851	1508
868.33	1494
868.809	1477
869.288	1474
869.767	1423
870.246	1438
870.725	1405
871.204	1380
871.683	1359
872.162	1362
872.641	1325
873.12	1304
873.599	1299
874.078	1264
874.558	1254
875.037	1234
875.516	1210
875.996	1179
876.475	1185
876.954	1140
877.434	1112
877.913	1108
878.393	1049
878.872	1052
879.352	1018
879.831	1002
880.311	961
880.791	931
881.27	911
881.75	900
882.23	860
882.71	834
883.189	819
883.669	782
884.149	746
884.629	734
885.109	703
885.589	672
886.069	649
886.549	640
887.029	609
887.509	582
887.989	565
888.469	543
888.95	523
